Age,Job Title,Years of Experience,Salary,Gender_Female,Gender_Male,Gender_Other,Education Level_High School,Education Level_Bachelor's,Education Level_Bachelor's Degree,Education Level_Master's,Education Level_Master's Degree,Education Level_PhD,Seniority
34.0,27,9.0,140000.0,0,1,0,0,0,0,0,1,0,9
23.0,112,1.0,50000.0,1,0,0,0,0,1,0,0,0,5
32.0,88,7.0,110000.0,0,1,0,0,0,0,0,1,0,7
25.0,112,2.0,60000.0,1,0,0,0,0,0,0,1,0,5
37.0,24,11.0,160000.0,0,1,0,0,0,1,0,0,0,0
28.0,112,4.0,75000.0,0,1,0,0,0,1,0,0,0,5
41.0,36,16.0,200000.0,1,0,0,0,0,0,0,0,1,4
34.0,24,8.0,100000.0,0,1,0,0,0,0,0,1,0,0
24.0,111,2.0,55000.0,1,0,0,0,0,1,0,0,0,3
36.0,27,12.0,170000.0,0,1,0,0,0,0,0,0,1,10
30.0,112,5.0,90000.0,1,0,0,0,0,1,0,0,0,5
29.0,52,4.0,80000.0,0,1,0,0,0,1,0,0,0,3
42.0,88,14.0,180000.0,0,1,0,0,0,0,0,1,0,7
26.0,111,2.0,60000.0,0,1,0,0,0,1,0,0,0,3
35.0,24,9.0,120000.0,1,0,0,0,0,0,0,1,0,0
27.0,112,3.0,70000.0,1,0,0,0,0,1,0,0,0,5
48.0,36,18.0,210000.0,0,1,0,0,0,0,0,0,1,4
34.0,27,9.0,140000.0,0,1,0,0,0,0,0,1,0,9
23.0,112,1.0,50000.0,1,0,0,0,0,1,0,0,0,5
32.0,88,7.0,110000.0,0,1,0,0,0,0,0,1,0,7
25.0,112,2.0,60000.0,1,0,0,0,0,0,0,1,0,5
37.0,24,11.0,160000.0,0,1,0,0,0,1,0,0,0,0
28.0,112,4.0,75000.0,0,1,0,0,0,1,0,0,0,5
41.0,36,16.0,200000.0,1,0,0,0,0,0,0,0,1,4
34.0,24,8.0,100000.0,0,1,0,0,0,0,0,1,0,0
24.0,111,2.0,55000.0,1,0,0,0,0,1,0,0,0,3
36.0,27,12.0,170000.0,0,1,0,0,0,0,0,0,1,10
30.0,112,5.0,90000.0,1,0,0,0,0,1,0,0,0,5
29.0,52,4.0,80000.0,0,1,0,0,0,1,0,0,0,3
42.0,88,14.0,180000.0,0,1,0,0,0,0,0,1,0,7
26.0,111,2.0,60000.0,0,1,0,0,0,1,0,0,0,3
35.0,24,9.0,120000.0,1,0,0,0,0,0,0,1,0,0
27.0,112,3.0,70000.0,1,0,0,0,0,1,0,0,0,5
48.0,36,18.0,210000.0,0,1,0,0,0,0,0,0,1,4
34.0,27,9.0,140000.0,0,1,0,0,0,0,0,1,0,9
23.0,112,1.0,50000.0,1,0,0,0,0,1,0,0,0,5
32.0,88,7.0,110000.0,0,1,0,0,0,0,0,1,0,7
25.0,112,2.0,60000.0,1,0,0,0,0,0,0,1,0,5
37.0,24,11.0,160000.0,0,1,0,0,0,1,0,0,0,0
28.0,112,4.0,75000.0,0,1,0,0,0,1,0,0,0,5
41.0,36,16.0,200000.0,1,0,0,0,0,0,0,0,1,4
34.0,24,8.0,100000.0,0,1,0,0,0,0,0,1,0,0
24.0,111,2.0,55000.0,1,0,0,0,0,1,0,0,0,3
36.0,27,12.0,170000.0,0,1,0,0,0,0,0,0,1,10
30.0,112,5.0,90000.0,1,0,0,0,0,1,0,0,0,5
29.0,52,4.0,80000.0,0,1,0,0,0,1,0,0,0,3
42.0,88,14.0,180000.0,0,1,0,0,0,0,0,1,0,7
26.0,111,2.0,60000.0,0,1,0,0,0,1,0,0,0,3
35.0,24,9.0,120000.0,1,0,0,0,0,0,0,1,0,0
27.0,112,3.0,70000.0,1,0,0,0,0,1,0,0,0,5
48.0,36,18.0,210000.0,0,1,0,0,0,0,0,0,1,4
34.0,27,9.0,140000.0,0,1,0,0,0,0,0,1,0,9
23.0,112,1.0,50000.0,1,0,0,0,0,1,0,0,0,5
32.0,88,7.0,110000.0,0,1,0,0,0,0,0,1,0,7
25.0,112,2.0,60000.0,1,0,0,0,0,0,0,1,0,5
37.0,24,11.0,160000.0,0,1,0,0,0,1,0,0,0,0
28.0,112,4.0,75000.0,0,1,0,0,0,1,0,0,0,5
41.0,36,16.0,200000.0,1,0,0,0,0,0,0,0,1,4
34.0,24,8.0,100000.0,0,1,0,0,0,0,0,1,0,0
24.0,111,2.0,55000.0,1,0,0,0,0,1,0,0,0,3
36.0,27,12.0,170000.0,0,1,0,0,0,0,0,0,1,10
30.0,112,5.0,90000.0,1,0,0,0,0,1,0,0,0,5
29.0,52,4.0,80000.0,0,1,0,0,0,1,0,0,0,3
42.0,88,14.0,180000.0,0,1,0,0,0,0,0,1,0,7
26.0,111,2.0,60000.0,0,1,0,0,0,1,0,0,0,3
35.0,24,9.0,120000.0,1,0,0,0,0,0,0,1,0,0
27.0,112,3.0,70000.0,1,0,0,0,0,1,0,0,0,5
48.0,36,18.0,210000.0,0,1,0,0,0,0,0,0,1,4
34.0,27,9.0,140000.0,0,1,0,0,0,0,0,1,0,9
23.0,112,1.0,50000.0,1,0,0,0,0,1,0,0,0,5
32.0,88,7.0,110000.0,0,1,0,0,0,0,0,1,0,7
25.0,112,2.0,60000.0,1,0,0,0,0,0,0,1,0,5
37.0,24,11.0,160000.0,0,1,0,0,0,1,0,0,0,0
28.0,112,4.0,75000.0,0,1,0,0,0,1,0,0,0,5
41.0,36,16.0,200000.0,1,0,0,0,0,0,0,0,1,4
34.0,24,8.0,100000.0,0,1,0,0,0,0,0,1,0,0
24.0,111,2.0,55000.0,1,0,0,0,0,1,0,0,0,3
36.0,27,12.0,170000.0,0,1,0,0,0,0,0,0,1,10
30.0,112,5.0,90000.0,1,0,0,0,0,1,0,0,0,5
29.0,52,4.0,80000.0,0,1,0,0,0,1,0,0,0,3
42.0,88,14.0,180000.0,0,1,0,0,0,0,0,1,0,7
26.0,111,2.0,60000.0,0,1,0,0,0,1,0,0,0,3
35.0,24,9.0,120000.0,1,0,0,0,0,0,0,1,0,0
27.0,112,3.0,70000.0,1,0,0,0,0,1,0,0,0,5
48.0,36,18.0,210000.0,0,1,0,0,0,0,0,0,1,4
34.0,27,9.0,140000.0,0,1,0,0,0,0,0,1,0,9
23.0,112,1.0,50000.0,1,0,0,0,0,1,0,0,0,5
32.0,88,7.0,110000.0,0,1,0,0,0,0,0,1,0,7
25.0,112,2.0,60000.0,1,0,0,0,0,0,0,1,0,5
37.0,24,11.0,160000.0,0,1,0,0,0,1,0,0,0,0
28.0,112,4.0,75000.0,0,1,0,0,0,1,0,0,0,5
41.0,36,16.0,200000.0,1,0,0,0,0,0,0,0,1,4
34.0,24,8.0,100000.0,0,1,0,0,0,0,0,1,0,0
24.0,111,2.0,55000.0,1,0,0,0,0,1,0,0,0,3
36.0,27,12.0,170000.0,0,1,0,0,0,0,0,0,1,10
30.0,112,5.0,90000.0,1,0,0,0,0,1,0,0,0,5
29.0,52,4.0,80000.0,0,1,0,0,0,1,0,0,0,3
42.0,88,14.0,180000.0,0,1,0,0,0,0,0,1,0,7
26.0,111,2.0,60000.0,0,1,0,0,0,1,0,0,0,3
35.0,24,9.0,120000.0,1,0,0,0,0,0,0,1,0,0
28.0,128,5.0,80000.0,0,1,0,0,0,0,0,1,0,3
30.0,56,4.0,60000.0,1,0,0,0,0,1,0,0,0,6
25.0,128,2.0,50000.0,0,1,0,0,0,1,0,0,0,6
45.0,63,18.0,160000.0,1,0,0,0,0,0,0,1,0,10
33.0,39,9.0,120000.0,0,1,0,0,0,0,0,0,1,4
22.0,57,0.0,40000.0,1,0,0,1,0,0,0,0,0,6
36.0,128,10.0,100000.0,0,1,0,0,0,1,0,0,0,3
29.0,57,4.0,75000.0,1,0,0,0,0,0,0,1,0,10
42.0,39,16.0,140000.0,0,1,0,0,0,0,0,0,1,4
27.0,56,2.0,50000.0,1,0,0,0,0,1,0,0,0,6
38.0,63,11.0,110000.0,0,1,0,0,0,0,0,1,0,10
24.0,128,1.0,45000.0,1,0,0,0,0,1,0,0,0,3
31.0,128,4.0,55000.0,0,1,0,1,0,0,0,0,0,6
39.0,39,13.0,130000.0,1,0,0,0,0,0,0,0,1,4
26.0,57,2.0,50000.0,0,1,0,0,0,1,0,0,0,6
32.0,57,7.0,80000.0,1,0,0,0,0,0,0,1,0,10
32.0,128,2.0,45000.0,0,1,0,0,0,1,0,0,0,6
24.0,57,1.0,32000.0,1,0,0,1,0,0,0,0,0,6
45.0,63,12.0,120000.0,0,1,0,0,0,0,0,0,1,10
29.0,128,4.0,65000.0,1,0,0,0,0,0,0,1,0,3
38.0,57,8.0,95000.0,0,1,0,0,0,1,0,0,0,10
27.0,39,5.0,80000.0,1,0,0,0,0,0,0,1,0,4
31.0,56,3.0,38000.0,1,0,0,1,0,0,0,0,0,6
42.0,128,10.0,110000.0,0,1,0,0,0,0,0,1,0,3
26.0,128,2.0,45000.0,1,0,0,0,0,1,0,0,0,6
36.0,57,7.0,89000.0,0,1,0,0,0,0,0,1,0,10
28.0,57,1.0,32000.0,0,1,0,1,0,0,0,0,0,6
33.0,128,5.0,70000.0,1,0,0,0,0,1,0,0,0,3
46.0,39,15.0,150000.0,0,1,0,0,0,0,0,0,1,4
25.0,128,1.0,40000.0,1,0,0,0,0,1,0,0,0,6
37.0,63,9.0,105000.0,1,0,0,0,0,0,0,1,0,10
30.0,128,4.0,65000.0,0,1,0,0,0,0,0,1,0,3
43.0,39,14.0,140000.0,1,0,0,0,0,0,0,0,1,4
34.0,128,3.0,50000.0,0,1,0,0,0,1,0,0,0,6
26.0,57,2.0,35000.0,1,0,0,1,0,0,0,0,0,6
41.0,57,11.0,115000.0,0,1,0,0,0,0,0,1,0,10
29.0,128,5.0,70000.0,1,0,0,0,0,0,0,1,0,3
35.0,128,6.0,80000.0,0,1,0,0,0,1,0,0,0,3
27.0,56,1.0,30000.0,1,0,0,1,0,0,0,0,0,6
40.0,39,13.0,135000.0,0,1,0,0,0,0,0,0,1,4
23.0,128,1.0,40000.0,1,0,0,0,0,1,0,0,0,6
39.0,57,10.0,105000.0,0,1,0,0,0,0,0,1,0,10
31.0,57,2.0,35000.0,0,1,0,1,0,0,0,0,0,6
44.0,63,12.0,120000.0,1,0,0,0,0,0,0,0,1,10
28.0,128,3.0,55000.0,0,1,0,0,0,0,0,1,0,3
32.0,128,2.0,45000.0,1,0,0,0,0,1,0,0,0,6
45.0,39,14.0,140000.0,0,1,0,0,0,0,0,1,0,4
26.0,128,3.0,55000.0,1,0,0,0,0,1,0,0,0,3
38.0,63,11.0,115000.0,0,1,0,0,0,0,0,0,1,10
27.0,57,4.0,70000.0,1,0,0,0,0,0,0,1,0,10
33.0,56,3.0,38000.0,0,1,0,1,0,0,0,0,0,6
42.0,39,13.0,135000.0,1,0,0,0,0,0,0,1,0,4
29.0,128,2.0,45000.0,0,1,0,0,0,1,0,0,0,6
36.0,128,7.0,85000.0,1,0,0,0,0,0,0,1,0,3
30.0,57,1.0,32000.0,0,1,0,1,0,0,0,0,0,6
43.0,63,15.0,150000.0,1,0,0,0,0,0,0,0,1,10
34.0,128,4.0,65000.0,0,1,0,0,0,1,0,0,0,3
25.0,57,1.0,32000.0,1,0,0,0,0,0,0,1,0,6
37.0,39,12.0,120000.0,0,1,0,0,0,0,0,0,1,4
24.0,128,1.0,40000.0,1,0,0,0,0,1,0,0,0,6
39.0,57,9.0,95000.0,0,1,0,0,0,0,0,1,0,10
31.0,57,2.0,35000.0,0,1,0,1,0,0,0,0,0,6
44.0,39,14.0,140000.0,1,0,0,0,0,0,0,0,1,4
28.0,128,3.0,55000.0,0,1,0,0,0,1,0,0,0,3
32.0,63,6.0,80000.0,1,0,0,0,0,0,0,1,0,10
45.0,39,13.0,135000.0,0,1,0,0,0,0,0,0,1,4
26.0,128,2.0,45000.0,1,0,0,0,0,1,0,0,0,6
38.0,57,8.0,95000.0,0,1,0,0,0,0,0,1,0,10
27.0,57,1.0,32000.0,1,0,0,1,0,0,0,0,0,6
33.0,128,5.0,70000.0,0,1,0,0,0,1,0,0,0,3
42.0,39,12.0,120000.0,1,0,0,0,0,0,0,1,0,4
29.0,63,4.0,70000.0,0,1,0,0,0,0,0,1,0,10
36.0,128,7.0,85000.0,1,0,0,0,0,0,0,1,0,3
30.0,56,2.0,33000.0,0,1,0,1,0,0,0,0,0,6
43.0,63,15.0,150000.0,1,0,0,0,0,0,0,0,1,10
34.0,128,3.0,50000.0,0,1,0,0,0,1,0,0,0,6
25.0,57,1.0,32000.0,1,0,0,0,0,0,0,1,0,6
37.0,39,11.0,115000.0,0,1,0,0,0,0,0,0,1,4
24.0,128,1.0,40000.0,1,0,0,0,0,1,0,0,0,3
39.0,57,10.0,105000.0,0,1,0,0,0,0,0,1,0,10
31.0,57,2.0,35000.0,0,1,0,1,0,0,0,0,0,6
44.0,39,13.0,135000.0,1,0,0,0,0,0,0,0,1,4
28.0,128,4.0,65000.0,0,1,0,0,0,1,0,0,0,3
32.0,63,6.0,80000.0,1,0,0,0,0,0,0,1,0,10
45.0,39,14.0,140000.0,0,1,0,0,0,0,0,0,1,4
26.0,128,2.0,45000.0,1,0,0,0,0,1,0,0,0,6
38.0,57,8.0,95000.0,0,1,0,0,0,0,0,1,0,10
27.0,57,1.0,32000.0,1,0,0,1,0,0,0,0,0,6
33.0,128,5.0,70000.0,0,1,0,0,0,1,0,0,0,3
42.0,39,12.0,120000.0,1,0,0,0,0,0,0,1,0,4
29.0,63,4.0,70000.0,0,1,0,0,0,0,0,1,0,10
36.0,128,7.0,85000.0,1,0,0,0,0,0,0,1,0,3
30.0,56,2.0,33000.0,0,1,0,1,0,0,0,0,0,6
43.0,63,15.0,150000.0,1,0,0,0,0,0,0,0,1,10
34.0,128,3.0,50000.0,0,1,0,0,0,1,0,0,0,6
25.0,57,1.0,32000.0,1,0,0,0,0,0,0,1,0,6
37.0,39,11.0,115000.0,0,1,0,0,0,0,0,0,1,4
24.0,128,1.0,40000.0,1,0,0,0,0,1,0,0,0,3
39.0,57,10.0,105000.0,0,1,0,0,0,0,0,1,0,10
31.0,57,2.0,35000.0,0,1,0,1,0,0,0,0,0,6
44.0,39,13.0,135000.0,1,0,0,0,0,0,0,0,1,4
28.0,128,4.0,65000.0,0,1,0,0,0,1,0,0,0,3
32.0,63,6.0,80000.0,1,0,0,0,0,0,0,1,0,10
45.0,39,14.0,140000.0,0,1,0,0,0,0,0,0,1,4
26.0,128,2.0,45000.0,1,0,0,0,0,1,0,0,0,6
38.0,57,8.0,95000.0,0,1,0,0,0,0,0,1,0,10
27.0,57,1.0,32000.0,1,0,0,1,0,0,0,0,0,6
33.0,128,5.0,70000.0,0,1,0,0,0,1,0,0,0,3
42.0,39,12.0,120000.0,1,0,0,0,0,0,0,1,0,4
29.0,63,4.0,70000.0,0,1,0,0,0,0,0,1,0,10
36.0,128,7.0,85000.0,1,0,0,0,0,0,0,1,0,3
30.0,56,2.0,33000.0,0,1,0,1,0,0,0,0,0,6
43.0,63,15.0,150000.0,1,0,0,0,0,0,0,0,1,10
34.0,128,3.0,50000.0,0,1,0,0,0,1,0,0,0,6
25.0,57,1.0,32000.0,1,0,0,0,0,0,0,1,0,6
37.0,39,11.0,115000.0,0,1,0,0,0,0,0,0,1,4
24.0,128,1.0,40000.0,1,0,0,0,0,1,0,0,0,3
39.0,57,10.0,105000.0,0,1,0,0,0,0,0,1,0,10
31.0,57,2.0,35000.0,0,1,0,1,0,0,0,0,0,6
44.0,39,13.0,135000.0,1,0,0,0,0,0,0,0,1,4
28.0,128,4.0,65000.0,0,1,0,0,0,1,0,0,0,3
32.0,63,6.0,80000.0,1,0,0,0,0,0,0,1,0,10
45.0,39,14.0,140000.0,0,1,0,0,0,0,0,0,1,4
26.0,128,2.0,45000.0,1,0,0,0,0,1,0,0,0,6
38.0,57,8.0,95000.0,0,1,0,0,0,0,0,1,0,10
27.0,57,1.0,32000.0,1,0,0,1,0,0,0,0,0,6
33.0,128,5.0,70000.0,0,1,0,0,0,1,0,0,0,3
42.0,39,12.0,120000.0,1,0,0,0,0,0,0,1,0,4
29.0,63,4.0,70000.0,0,1,0,0,0,0,0,1,0,10
36.0,128,7.0,85000.0,1,0,0,0,0,0,0,1,0,3
30.0,56,2.0,33000.0,0,1,0,1,0,0,0,0,0,6
43.0,63,15.0,150000.0,1,0,0,0,0,0,0,0,1,10
34.0,128,3.0,50000.0,0,1,0,0,0,1,0,0,0,6
25.0,57,1.0,32000.0,1,0,0,0,0,0,0,1,0,6
37.0,39,11.0,115000.0,0,1,0,0,0,0,0,0,1,4
32.0,128,2.0,45000.0,0,1,0,0,0,1,0,0,0,6
24.0,57,1.0,32000.0,1,0,0,1,0,0,0,0,0,6
45.0,63,12.0,120000.0,0,1,0,0,0,0,0,0,1,10
29.0,128,4.0,65000.0,1,0,0,0,0,0,0,1,0,3
38.0,57,8.0,95000.0,0,1,0,0,0,1,0,0,0,10
27.0,39,5.0,80000.0,1,0,0,0,0,0,0,1,0,4
31.0,56,3.0,38000.0,1,0,0,1,0,0,0,0,0,6
42.0,128,10.0,110000.0,0,1,0,0,0,0,0,1,0,3
26.0,128,2.0,45000.0,1,0,0,0,0,1,0,0,0,6
36.0,57,7.0,89000.0,0,1,0,0,0,0,0,1,0,10
28.0,57,1.0,32000.0,0,1,0,1,0,0,0,0,0,6
33.0,128,5.0,70000.0,1,0,0,0,0,1,0,0,0,3
46.0,39,15.0,150000.0,0,1,0,0,0,0,0,0,1,4
25.0,128,1.0,40000.0,1,0,0,0,0,1,0,0,0,6
37.0,63,9.0,105000.0,1,0,0,0,0,0,0,1,0,10
30.0,128,4.0,65000.0,0,1,0,0,0,0,0,1,0,3
43.0,39,14.0,140000.0,1,0,0,0,0,0,0,0,1,4
34.0,128,3.0,50000.0,0,1,0,0,0,1,0,0,0,6
26.0,57,2.0,35000.0,1,0,0,1,0,0,0,0,0,6
41.0,57,11.0,115000.0,0,1,0,0,0,0,0,1,0,10
29.0,128,5.0,70000.0,1,0,0,0,0,0,0,1,0,3
35.0,128,6.0,80000.0,0,1,0,0,0,1,0,0,0,3
27.0,56,1.0,30000.0,1,0,0,1,0,0,0,0,0,6
40.0,39,13.0,135000.0,0,1,0,0,0,0,0,0,1,4
23.0,128,1.0,40000.0,1,0,0,0,0,1,0,0,0,6
39.0,57,10.0,105000.0,0,1,0,0,0,0,0,1,0,10
31.0,57,2.0,35000.0,0,1,0,1,0,0,0,0,0,6
44.0,63,12.0,120000.0,1,0,0,0,0,0,0,0,1,10
28.0,128,3.0,55000.0,0,1,0,0,0,0,0,1,0,3
32.0,128,2.0,45000.0,1,0,0,0,0,1,0,0,0,6
45.0,39,14.0,140000.0,0,1,0,0,0,0,0,1,0,4
26.0,128,3.0,55000.0,1,0,0,0,0,1,0,0,0,3
38.0,63,11.0,115000.0,0,1,0,0,0,0,0,0,1,10
27.0,57,4.0,70000.0,1,0,0,0,0,0,0,1,0,10
33.0,56,3.0,38000.0,0,1,0,1,0,0,0,0,0,6
42.0,39,13.0,135000.0,1,0,0,0,0,0,0,1,0,4
29.0,128,2.0,45000.0,0,1,0,0,0,1,0,0,0,6
36.0,128,7.0,85000.0,1,0,0,0,0,0,0,1,0,3
30.0,57,1.0,32000.0,0,1,0,1,0,0,0,0,0,6
43.0,63,15.0,150000.0,1,0,0,0,0,0,0,0,1,10
34.0,128,4.0,65000.0,0,1,0,0,0,1,0,0,0,3
25.0,57,1.0,32000.0,1,0,0,0,0,0,0,1,0,6
37.0,39,12.0,120000.0,0,1,0,0,0,0,0,0,1,4
24.0,128,1.0,40000.0,1,0,0,0,0,1,0,0,0,6
39.0,57,9.0,95000.0,0,1,0,0,0,0,0,1,0,10
31.0,57,2.0,35000.0,0,1,0,1,0,0,0,0,0,6
44.0,39,14.0,140000.0,1,0,0,0,0,0,0,0,1,4
28.0,128,3.0,55000.0,0,1,0,0,0,1,0,0,0,3
32.0,63,6.0,80000.0,1,0,0,0,0,0,0,1,0,10
45.0,39,13.0,135000.0,0,1,0,0,0,0,0,0,1,4
26.0,128,2.0,45000.0,1,0,0,0,0,1,0,0,0,6
38.0,57,8.0,95000.0,0,1,0,0,0,0,0,1,0,10
27.0,57,1.0,32000.0,1,0,0,1,0,0,0,0,0,6
33.0,128,5.0,70000.0,0,1,0,0,0,1,0,0,0,3
42.0,39,12.0,120000.0,1,0,0,0,0,0,0,1,0,4
29.0,63,4.0,70000.0,0,1,0,0,0,0,0,1,0,10
36.0,128,7.0,85000.0,1,0,0,0,0,0,0,1,0,3
30.0,56,2.0,33000.0,0,1,0,1,0,0,0,0,0,6
43.0,63,15.0,150000.0,1,0,0,0,0,0,0,0,1,10
34.0,128,3.0,50000.0,0,1,0,0,0,1,0,0,0,6
25.0,57,1.0,32000.0,1,0,0,0,0,0,0,1,0,6
37.0,39,11.0,115000.0,0,1,0,0,0,0,0,0,1,4
24.0,128,1.0,40000.0,1,0,0,0,0,1,0,0,0,3
39.0,57,10.0,105000.0,0,1,0,0,0,0,0,1,0,10
31.0,57,2.0,35000.0,0,1,0,1,0,0,0,0,0,6
44.0,39,13.0,135000.0,1,0,0,0,0,0,0,0,1,4
28.0,128,4.0,65000.0,0,1,0,0,0,1,0,0,0,3
32.0,63,6.0,80000.0,1,0,0,0,0,0,0,1,0,10
45.0,39,14.0,140000.0,0,1,0,0,0,0,0,0,1,4
26.0,128,2.0,45000.0,1,0,0,0,0,1,0,0,0,6
38.0,57,8.0,95000.0,0,1,0,0,0,0,0,1,0,10
27.0,57,1.0,32000.0,1,0,0,1,0,0,0,0,0,6
33.0,128,5.0,70000.0,0,1,0,0,0,1,0,0,0,3
42.0,39,12.0,120000.0,1,0,0,0,0,0,0,1,0,4
29.0,63,4.0,70000.0,0,1,0,0,0,0,0,1,0,10
36.0,128,7.0,85000.0,1,0,0,0,0,0,0,1,0,3
30.0,56,2.0,33000.0,0,1,0,1,0,0,0,0,0,6
43.0,63,15.0,150000.0,1,0,0,0,0,0,0,0,1,10
34.0,128,3.0,50000.0,0,1,0,0,0,1,0,0,0,6
25.0,57,1.0,32000.0,1,0,0,0,0,0,0,1,0,6
37.0,39,11.0,115000.0,0,1,0,0,0,0,0,0,1,4
24.0,128,1.0,40000.0,1,0,0,0,0,1,0,0,0,3
39.0,57,10.0,105000.0,0,1,0,0,0,0,0,1,0,10
31.0,57,2.0,35000.0,0,1,0,1,0,0,0,0,0,6
44.0,39,13.0,135000.0,1,0,0,0,0,0,0,0,1,4
28.0,128,4.0,65000.0,0,1,0,0,0,1,0,0,0,3
32.0,63,6.0,80000.0,1,0,0,0,0,0,0,1,0,10
45.0,39,14.0,140000.0,0,1,0,0,0,0,0,0,1,4
26.0,128,2.0,45000.0,1,0,0,0,0,1,0,0,0,6
38.0,57,8.0,95000.0,0,1,0,0,0,0,0,1,0,10
27.0,57,1.0,32000.0,1,0,0,1,0,0,0,0,0,6
33.0,128,5.0,70000.0,0,1,0,0,0,1,0,0,0,3
42.0,39,12.0,120000.0,1,0,0,0,0,0,0,1,0,4
29.0,63,4.0,70000.0,0,1,0,0,0,0,0,1,0,10
36.0,128,7.0,85000.0,1,0,0,0,0,0,0,1,0,3
30.0,56,2.0,33000.0,0,1,0,1,0,0,0,0,0,6
43.0,63,15.0,150000.0,1,0,0,0,0,0,0,0,1,10
34.0,128,3.0,50000.0,0,1,0,0,0,1,0,0,0,6
25.0,57,1.0,32000.0,1,0,0,0,0,0,0,1,0,6
37.0,39,11.0,115000.0,0,1,0,0,0,0,0,0,1,4
24.0,128,1.0,40000.0,1,0,0,0,0,1,0,0,0,3
39.0,57,10.0,105000.0,0,1,0,0,0,0,0,1,0,10
31.0,57,2.0,35000.0,0,1,0,1,0,0,0,0,0,6
44.0,39,13.0,135000.0,1,0,0,0,0,0,0,0,1,4
28.0,128,4.0,65000.0,0,1,0,0,0,1,0,0,0,3
32.0,63,6.0,80000.0,1,0,0,0,0,0,0,1,0,10
45.0,39,14.0,140000.0,0,1,0,0,0,0,0,0,1,4
26.0,128,2.0,45000.0,1,0,0,0,0,1,0,0,0,6
38.0,57,8.0,95000.0,0,1,0,0,0,0,0,1,0,10
27.0,57,1.0,32000.0,1,0,0,1,0,0,0,0,0,6
33.0,128,5.0,70000.0,0,1,0,0,0,1,0,0,0,3
42.0,39,12.0,120000.0,1,0,0,0,0,0,0,1,0,4
29.0,63,4.0,70000.0,0,1,0,0,0,0,0,1,0,10
36.0,128,7.0,85000.0,1,0,0,0,0,0,0,1,0,3
30.0,56,2.0,33000.0,0,1,0,1,0,0,0,0,0,6
43.0,63,15.0,150000.0,1,0,0,0,0,0,0,0,1,10
34.0,128,3.0,50000.0,0,1,0,0,0,1,0,0,0,6
25.0,57,1.0,32000.0,1,0,0,0,0,0,0,1,0,6
37.0,39,11.0,115000.0,0,1,0,0,0,0,0,0,1,4
28.0,112,3.0,60000.0,0,1,0,0,0,1,0,0,0,5
37.0,76,9.0,100000.0,1,0,0,0,0,0,0,1,0,7
43.0,27,15.0,150000.0,0,1,0,0,0,0,0,0,1,9
31.0,61,4.0,55000.0,1,0,0,0,0,1,0,0,0,4
24.0,100,1.0,30000.0,0,1,0,1,0,0,0,0,0,6
29.0,111,5.0,70000.0,1,0,0,0,0,0,0,1,0,3
35.0,83,8.0,90000.0,0,1,0,0,0,1,0,0,0,7
26.0,74,2.0,40000.0,1,0,0,0,0,0,0,1,0,4
42.0,27,12.0,130000.0,0,1,0,0,0,0,0,0,1,9
34.0,63,6.0,75000.0,1,0,0,0,0,1,0,0,0,7
27.0,100,2.0,35000.0,0,1,0,1,0,0,0,0,0,6
38.0,76,10.0,110000.0,1,0,0,0,0,0,0,1,0,7
30.0,112,4.0,65000.0,0,1,0,0,0,1,0,0,0,5
45.0,27,18.0,180000.0,0,1,0,0,0,0,0,0,1,9
25.0,111,1.0,35000.0,1,0,0,0,0,1,0,0,0,6
40.0,63,11.0,120000.0,1,0,0,0,0,0,0,1,0,7
33.0,83,6.0,75000.0,0,1,0,0,0,1,0,0,0,7
29.0,100,1.0,30000.0,1,0,0,1,0,0,0,0,0,6
44.0,27,16.0,160000.0,0,1,0,0,0,0,0,0,1,9
26.0,111,3.0,60000.0,0,1,0,0,0,1,0,0,0,3
36.0,74,8.0,85000.0,1,0,0,0,0,0,0,1,0,4
31.0,83,5.0,70000.0,0,1,0,0,0,1,0,0,0,7
27.0,61,3.0,50000.0,1,0,0,0,0,0,0,1,0,4
42.0,27,13.0,140000.0,0,1,0,0,0,0,0,0,1,9
34.0,63,6.0,75000.0,1,0,0,0,0,1,0,0,0,7
28.0,100,2.0,35000.0,0,1,0,1,0,0,0,0,0,6
39.0,76,10.0,110000.0,1,0,0,0,0,0,0,1,0,7
31.0,112,4.0,65000.0,0,1,0,0,0,1,0,0,0,5
45.0,27,18.0,180000.0,0,1,0,0,0,0,0,0,1,9
25.0,111,1.0,35000.0,1,0,0,0,0,1,0,0,0,6
40.0,63,11.0,120000.0,1,0,0,0,0,0,0,1,0,7
33.0,83,6.0,75000.0,0,1,0,0,0,1,0,0,0,7
29.0,100,1.0,30000.0,1,0,0,1,0,0,0,0,0,6
44.0,27,16.0,160000.0,0,1,0,0,0,0,0,0,1,9
26.0,111,3.0,60000.0,0,1,0,0,0,1,0,0,0,3
36.0,74,8.0,85000.0,1,0,0,0,0,0,0,1,0,4
31.0,83,5.0,70000.0,0,1,0,0,0,1,0,0,0,7
27.0,61,3.0,50000.0,1,0,0,0,0,0,0,1,0,4
42.0,27,13.0,140000.0,0,1,0,0,0,0,0,0,1,9
34.0,63,6.0,75000.0,1,0,0,0,0,1,0,0,0,7
28.0,100,2.0,35000.0,0,1,0,1,0,0,0,0,0,6
39.0,76,10.0,110000.0,1,0,0,0,0,0,0,1,0,7
