Age,Gender,Education Level,Job Title,Years of Experience,Salary,Job Category,Job Type
30.0,Female,Bachelor's,Software Engineer,5.0,90000.0,Regular,Software & IT
29.0,Male,Bachelor's,Front End Developer,4.0,80000.0,Regular,Software & IT
42.0,Male,Master's,Product Manager,14.0,180000.0,Regular,Management
26.0,Male,Bachelor's,Software Developer,2.0,60000.0,Regular,Software & IT
35.0,Female,Master's,Data Analyst,9.0,120000.0,Regular,Data & Analytics
27.0,Female,Bachelor's,Software Engineer,3.0,70000.0,Regular,Software & IT
48.0,Male,PhD,Data Science,18.0,210000.0,Director,Data & Analytics
34.0,Male,Master's,Data Scientist,9.0,140000.0,Regular,Data & Analytics
23.0,Female,Bachelor's,Software Engineer,1.0,50000.0,Regular,Software & IT
32.0,Male,Master's,Product Manager,7.0,110000.0,Regular,Management
25.0,Female,Master's,Software Engineer,2.0,60000.0,Regular,Software & IT
37.0,Male,Bachelor's,Data Analyst,11.0,160000.0,Regular,Data & Analytics
28.0,Male,Bachelor's,Software Engineer,4.0,75000.0,Regular,Software & IT
41.0,Female,PhD,Data Science,16.0,200000.0,Director,Data & Analytics
34.0,Male,Master's,Data Analyst,8.0,100000.0,Regular,Data & Analytics
24.0,Female,Bachelor's,Software Developer,2.0,55000.0,Regular,Software & IT
36.0,Male,PhD,Data Scientist,12.0,170000.0,Senior,Data & Analytics
30.0,Female,Bachelor's,Software Engineer,5.0,90000.0,Regular,Software & IT
29.0,Male,Bachelor's,Front End Developer,4.0,80000.0,Regular,Software & IT
42.0,Male,Master's,Product Manager,14.0,180000.0,Regular,Management
26.0,Male,Bachelor's,Software Developer,2.0,60000.0,Regular,Software & IT
35.0,Female,Master's,Data Analyst,9.0,120000.0,Regular,Data & Analytics
28.0,Male,Master's,Web Developer,5.0,80000.0,Regular,Software & IT
30.0,Female,Bachelor's,HR Coordinator,4.0,60000.0,Junior,Human Resources
25.0,Male,Bachelor's,Web Developer,2.0,50000.0,Junior,Software & IT
45.0,Female,Master's,Human Resources Manager,18.0,160000.0,Senior,Management
33.0,Male,PhD,HR,9.0,120000.0,Director,Human Resources
22.0,Female,High School,HR Generalist,0.0,40000.0,Junior,Human Resources
36.0,Male,Bachelor's,Web Developer,10.0,100000.0,Regular,Software & IT
29.0,Female,Master's,HR Generalist,4.0,75000.0,Senior,Human Resources
42.0,Male,PhD,HR,16.0,140000.0,Director,Human Resources
27.0,Female,Bachelor's,HR Coordinator,2.0,50000.0,Junior,Human Resources
38.0,Male,Master's,Human Resources Manager,11.0,110000.0,Senior,Management
24.0,Female,Bachelor's,Web Developer,1.0,45000.0,Regular,Software & IT
31.0,Male,High School,Web Developer,4.0,55000.0,Junior,Software & IT
39.0,Female,PhD,HR,13.0,130000.0,Director,Human Resources
26.0,Male,Bachelor's,HR Generalist,2.0,50000.0,Junior,Human Resources
32.0,Female,Master's,HR Generalist,7.0,80000.0,Senior,Human Resources
32.0,Male,Bachelor's,Web Developer,2.0,45000.0,Junior,Software & IT
24.0,Female,High School,HR Generalist,1.0,32000.0,Junior,Human Resources
45.0,Male,PhD,Human Resources Manager,12.0,120000.0,Senior,Management
29.0,Female,Master's,Web Developer,4.0,65000.0,Regular,Software & IT
38.0,Male,Bachelor's,HR Generalist,8.0,95000.0,Senior,Human Resources
27.0,Female,Master's,HR,5.0,80000.0,Director,Human Resources
31.0,Female,High School,HR Coordinator,3.0,38000.0,Junior,Human Resources
42.0,Male,Master's,Web Developer,10.0,110000.0,Regular,Software & IT
26.0,Female,Bachelor's,Web Developer,2.0,45000.0,Junior,Software & IT
36.0,Male,Master's,HR Generalist,7.0,89000.0,Senior,Human Resources
28.0,Male,High School,HR Generalist,1.0,32000.0,Junior,Human Resources
33.0,Female,Bachelor's,Web Developer,5.0,70000.0,Regular,Software & IT
46.0,Male,PhD,HR,15.0,150000.0,Director,Human Resources
25.0,Female,Bachelor's,Web Developer,1.0,40000.0,Junior,Software & IT
37.0,Female,Master's,Human Resources Manager,9.0,105000.0,Senior,Management
30.0,Male,Master's,Web Developer,4.0,65000.0,Regular,Software & IT
43.0,Female,PhD,HR,14.0,140000.0,Director,Human Resources
34.0,Male,Bachelor's,Web Developer,3.0,50000.0,Junior,Software & IT
26.0,Female,High School,HR Generalist,2.0,35000.0,Junior,Human Resources
41.0,Male,Master's,HR Generalist,11.0,115000.0,Senior,Human Resources
29.0,Female,Master's,Web Developer,5.0,70000.0,Regular,Software & IT
35.0,Male,Bachelor's,Web Developer,6.0,80000.0,Regular,Software & IT
27.0,Female,High School,HR Coordinator,1.0,30000.0,Junior,Human Resources
40.0,Male,PhD,HR,13.0,135000.0,Director,Human Resources
23.0,Female,Bachelor's,Web Developer,1.0,40000.0,Junior,Software & IT
39.0,Male,Master's,HR Generalist,10.0,105000.0,Senior,Human Resources
31.0,Male,High School,HR Generalist,2.0,35000.0,Junior,Human Resources
44.0,Female,PhD,Human Resources Manager,12.0,120000.0,Senior,Management
28.0,Male,Master's,Web Developer,3.0,55000.0,Regular,Software & IT
32.0,Female,Bachelor's,Web Developer,2.0,45000.0,Junior,Software & IT
45.0,Male,Master's,HR,14.0,140000.0,Director,Human Resources
26.0,Female,Bachelor's,Web Developer,3.0,55000.0,Regular,Software & IT
38.0,Male,PhD,Human Resources Manager,11.0,115000.0,Senior,Management
27.0,Female,Master's,HR Generalist,4.0,70000.0,Senior,Human Resources
33.0,Male,High School,HR Coordinator,3.0,38000.0,Junior,Human Resources
42.0,Female,Master's,HR,13.0,135000.0,Director,Human Resources
29.0,Male,Bachelor's,Web Developer,2.0,45000.0,Junior,Software & IT
36.0,Female,Master's,Web Developer,7.0,85000.0,Regular,Software & IT
30.0,Male,High School,HR Generalist,1.0,32000.0,Junior,Human Resources
43.0,Female,PhD,Human Resources Manager,15.0,150000.0,Senior,Management
34.0,Male,Bachelor's,Web Developer,4.0,65000.0,Regular,Software & IT
25.0,Female,Master's,HR Generalist,1.0,32000.0,Junior,Human Resources
37.0,Male,PhD,HR,12.0,120000.0,Director,Human Resources
24.0,Female,Bachelor's,Web Developer,1.0,40000.0,Junior,Software & IT
39.0,Male,Master's,HR Generalist,9.0,95000.0,Senior,Human Resources
31.0,Male,High School,HR Generalist,2.0,35000.0,Junior,Human Resources
44.0,Female,PhD,HR,14.0,140000.0,Director,Human Resources
28.0,Male,Bachelor's,Web Developer,3.0,55000.0,Regular,Software & IT
32.0,Female,Master's,Human Resources Manager,6.0,80000.0,Senior,Management
45.0,Male,PhD,HR,13.0,135000.0,Director,Human Resources
26.0,Female,Bachelor's,Web Developer,2.0,45000.0,Junior,Software & IT
38.0,Male,Master's,HR Generalist,8.0,95000.0,Senior,Human Resources
27.0,Female,High School,HR Generalist,1.0,32000.0,Junior,Human Resources
33.0,Male,Bachelor's,Web Developer,5.0,70000.0,Regular,Software & IT
42.0,Female,Master's,HR,12.0,120000.0,Director,Human Resources
29.0,Male,Master's,Human Resources Manager,4.0,70000.0,Senior,Management
36.0,Female,Master's,Web Developer,7.0,85000.0,Regular,Software & IT
30.0,Male,High School,HR Coordinator,2.0,33000.0,Junior,Human Resources
43.0,Female,PhD,Human Resources Manager,15.0,150000.0,Senior,Management
34.0,Male,Bachelor's,Web Developer,3.0,50000.0,Junior,Software & IT
25.0,Female,Master's,HR Generalist,1.0,32000.0,Junior,Human Resources
37.0,Male,PhD,HR,11.0,115000.0,Director,Human Resources
24.0,Female,Bachelor's,Web Developer,1.0,40000.0,Regular,Software & IT
39.0,Male,Master's,HR Generalist,10.0,105000.0,Senior,Human Resources
31.0,Male,High School,HR Generalist,2.0,35000.0,Junior,Human Resources
44.0,Female,PhD,HR,13.0,135000.0,Director,Human Resources
28.0,Male,Bachelor's,Web Developer,4.0,65000.0,Regular,Software & IT
32.0,Female,Master's,Human Resources Manager,6.0,80000.0,Senior,Management
45.0,Male,PhD,HR,14.0,140000.0,Director,Human Resources
26.0,Female,Bachelor's,Web Developer,2.0,45000.0,Junior,Software & IT
38.0,Male,Master's,HR Generalist,8.0,95000.0,Senior,Human Resources
27.0,Female,High School,HR Generalist,1.0,32000.0,Junior,Human Resources
33.0,Male,Bachelor's,Web Developer,5.0,70000.0,Regular,Software & IT
42.0,Female,Master's,HR,12.0,120000.0,Director,Human Resources
29.0,Male,Master's,Human Resources Manager,4.0,70000.0,Senior,Management
36.0,Female,Master's,Web Developer,7.0,85000.0,Regular,Software & IT
30.0,Male,High School,HR Coordinator,2.0,33000.0,Junior,Human Resources
43.0,Female,PhD,Human Resources Manager,15.0,150000.0,Senior,Management
34.0,Male,Bachelor's,Web Developer,3.0,50000.0,Junior,Software & IT
25.0,Female,Master's,HR Generalist,1.0,32000.0,Junior,Human Resources
37.0,Male,PhD,HR,11.0,115000.0,Director,Human Resources
24.0,Female,Bachelor's,Web Developer,1.0,40000.0,Regular,Software & IT
39.0,Male,Master's,HR Generalist,10.0,105000.0,Senior,Human Resources
31.0,Male,High School,HR Generalist,2.0,35000.0,Junior,Human Resources
44.0,Female,PhD,HR,13.0,135000.0,Director,Human Resources
28.0,Male,Bachelor's,Web Developer,4.0,65000.0,Regular,Software & IT
32.0,Female,Master's,Human Resources Manager,6.0,80000.0,Senior,Management
45.0,Male,PhD,HR,14.0,140000.0,Director,Human Resources
26.0,Female,Bachelor's,Web Developer,2.0,45000.0,Junior,Software & IT
38.0,Male,Master's,HR Generalist,8.0,95000.0,Senior,Human Resources
27.0,Female,High School,HR Generalist,1.0,32000.0,Junior,Human Resources
33.0,Male,Bachelor's,Web Developer,5.0,70000.0,Regular,Software & IT
42.0,Female,Master's,HR,12.0,120000.0,Director,Human Resources
29.0,Male,Master's,Human Resources Manager,4.0,70000.0,Senior,Management
36.0,Female,Master's,Web Developer,7.0,85000.0,Regular,Software & IT
30.0,Male,High School,HR Coordinator,2.0,33000.0,Junior,Human Resources
43.0,Female,PhD,Human Resources Manager,15.0,150000.0,Senior,Management
34.0,Male,Bachelor's,Web Developer,3.0,50000.0,Junior,Software & IT
25.0,Female,Master's,HR Generalist,1.0,32000.0,Junior,Human Resources
37.0,Male,PhD,HR,11.0,115000.0,Director,Human Resources
24.0,Female,Bachelor's,Web Developer,1.0,40000.0,Regular,Software & IT
39.0,Male,Master's,HR Generalist,10.0,105000.0,Senior,Human Resources
31.0,Male,High School,HR Generalist,2.0,35000.0,Junior,Human Resources
44.0,Female,PhD,HR,13.0,135000.0,Director,Human Resources
28.0,Male,Bachelor's,Web Developer,4.0,65000.0,Regular,Software & IT
32.0,Female,Master's,Human Resources Manager,6.0,80000.0,Senior,Management
45.0,Male,PhD,HR,14.0,140000.0,Director,Human Resources
26.0,Female,Bachelor's,Web Developer,2.0,45000.0,Junior,Software & IT
38.0,Male,Master's,HR Generalist,8.0,95000.0,Senior,Human Resources
27.0,Female,High School,HR Generalist,1.0,32000.0,Junior,Human Resources
33.0,Male,Bachelor's,Web Developer,5.0,70000.0,Regular,Software & IT
42.0,Female,Master's,HR,12.0,120000.0,Director,Human Resources
29.0,Male,Master's,Human Resources Manager,4.0,70000.0,Senior,Management
36.0,Female,Master's,Web Developer,7.0,85000.0,Regular,Software & IT
30.0,Male,High School,HR Coordinator,2.0,33000.0,Junior,Human Resources
43.0,Female,PhD,Human Resources Manager,15.0,150000.0,Senior,Management
34.0,Male,Bachelor's,Web Developer,3.0,50000.0,Junior,Software & IT
25.0,Female,Master's,HR Generalist,1.0,32000.0,Junior,Human Resources
37.0,Male,PhD,HR,11.0,115000.0,Director,Human Resources
32.0,Male,Bachelor's,Web Developer,2.0,45000.0,Junior,Software & IT
24.0,Female,High School,HR Generalist,1.0,32000.0,Junior,Human Resources
45.0,Male,PhD,Human Resources Manager,12.0,120000.0,Senior,Management
29.0,Female,Master's,Web Developer,4.0,65000.0,Regular,Software & IT
38.0,Male,Bachelor's,HR Generalist,8.0,95000.0,Senior,Human Resources
27.0,Female,Master's,HR,5.0,80000.0,Director,Human Resources
31.0,Female,High School,HR Coordinator,3.0,38000.0,Junior,Human Resources
42.0,Male,Master's,Web Developer,10.0,110000.0,Regular,Software & IT
26.0,Female,Bachelor's,Web Developer,2.0,45000.0,Junior,Software & IT
36.0,Male,Master's,HR Generalist,7.0,89000.0,Senior,Human Resources
28.0,Male,High School,HR Generalist,1.0,32000.0,Junior,Human Resources
33.0,Female,Bachelor's,Web Developer,5.0,70000.0,Regular,Software & IT
46.0,Male,PhD,HR,15.0,150000.0,Director,Human Resources
25.0,Female,Bachelor's,Web Developer,1.0,40000.0,Junior,Software & IT
37.0,Female,Master's,Human Resources Manager,9.0,105000.0,Senior,Management
30.0,Male,Master's,Web Developer,4.0,65000.0,Regular,Software & IT
43.0,Female,PhD,HR,14.0,140000.0,Director,Human Resources
34.0,Male,Bachelor's,Web Developer,3.0,50000.0,Junior,Software & IT
26.0,Female,High School,HR Generalist,2.0,35000.0,Junior,Human Resources
41.0,Male,Master's,HR Generalist,11.0,115000.0,Senior,Human Resources
29.0,Female,Master's,Web Developer,5.0,70000.0,Regular,Software & IT
35.0,Male,Bachelor's,Web Developer,6.0,80000.0,Regular,Software & IT
27.0,Female,High School,HR Coordinator,1.0,30000.0,Junior,Human Resources
40.0,Male,PhD,HR,13.0,135000.0,Director,Human Resources
23.0,Female,Bachelor's,Web Developer,1.0,40000.0,Junior,Software & IT
39.0,Male,Master's,HR Generalist,10.0,105000.0,Senior,Human Resources
31.0,Male,High School,HR Generalist,2.0,35000.0,Junior,Human Resources
44.0,Female,PhD,Human Resources Manager,12.0,120000.0,Senior,Management
28.0,Male,Master's,Web Developer,3.0,55000.0,Regular,Software & IT
32.0,Female,Bachelor's,Web Developer,2.0,45000.0,Junior,Software & IT
45.0,Male,Master's,HR,14.0,140000.0,Director,Human Resources
26.0,Female,Bachelor's,Web Developer,3.0,55000.0,Regular,Software & IT
38.0,Male,PhD,Human Resources Manager,11.0,115000.0,Senior,Management
27.0,Female,Master's,HR Generalist,4.0,70000.0,Senior,Human Resources
33.0,Male,High School,HR Coordinator,3.0,38000.0,Junior,Human Resources
42.0,Female,Master's,HR,13.0,135000.0,Director,Human Resources
29.0,Male,Bachelor's,Web Developer,2.0,45000.0,Junior,Software & IT
36.0,Female,Master's,Web Developer,7.0,85000.0,Regular,Software & IT
30.0,Male,High School,HR Generalist,1.0,32000.0,Junior,Human Resources
43.0,Female,PhD,Human Resources Manager,15.0,150000.0,Senior,Management
34.0,Male,Bachelor's,Web Developer,4.0,65000.0,Regular,Software & IT
25.0,Female,Master's,HR Generalist,1.0,32000.0,Junior,Human Resources
37.0,Male,PhD,HR,12.0,120000.0,Director,Human Resources
24.0,Female,Bachelor's,Web Developer,1.0,40000.0,Junior,Software & IT
39.0,Male,Master's,HR Generalist,9.0,95000.0,Senior,Human Resources
31.0,Male,High School,HR Generalist,2.0,35000.0,Junior,Human Resources
44.0,Female,PhD,HR,14.0,140000.0,Director,Human Resources
28.0,Male,Bachelor's,Web Developer,3.0,55000.0,Regular,Software & IT
32.0,Female,Master's,Human Resources Manager,6.0,80000.0,Senior,Management
45.0,Male,PhD,HR,13.0,135000.0,Director,Human Resources
26.0,Female,Bachelor's,Web Developer,2.0,45000.0,Junior,Software & IT
38.0,Male,Master's,HR Generalist,8.0,95000.0,Senior,Human Resources
27.0,Female,High School,HR Generalist,1.0,32000.0,Junior,Human Resources
33.0,Male,Bachelor's,Web Developer,5.0,70000.0,Regular,Software & IT
42.0,Female,Master's,HR,12.0,120000.0,Director,Human Resources
29.0,Male,Master's,Human Resources Manager,4.0,70000.0,Senior,Management
36.0,Female,Master's,Web Developer,7.0,85000.0,Regular,Software & IT
30.0,Male,High School,HR Coordinator,2.0,33000.0,Junior,Human Resources
43.0,Female,PhD,Human Resources Manager,15.0,150000.0,Senior,Management
34.0,Male,Bachelor's,Web Developer,3.0,50000.0,Junior,Software & IT
25.0,Female,Master's,HR Generalist,1.0,32000.0,Junior,Human Resources
37.0,Male,PhD,HR,11.0,115000.0,Director,Human Resources
24.0,Female,Bachelor's,Web Developer,1.0,40000.0,Regular,Software & IT
39.0,Male,Master's,HR Generalist,10.0,105000.0,Senior,Human Resources
31.0,Male,High School,HR Generalist,2.0,35000.0,Junior,Human Resources
44.0,Female,PhD,HR,13.0,135000.0,Director,Human Resources
28.0,Male,Bachelor's,Web Developer,4.0,65000.0,Regular,Software & IT
32.0,Female,Master's,Human Resources Manager,6.0,80000.0,Senior,Management
45.0,Male,PhD,HR,14.0,140000.0,Director,Human Resources
26.0,Female,Bachelor's,Web Developer,2.0,45000.0,Junior,Software & IT
38.0,Male,Master's,HR Generalist,8.0,95000.0,Senior,Human Resources
27.0,Female,High School,HR Generalist,1.0,32000.0,Junior,Human Resources
33.0,Male,Bachelor's,Web Developer,5.0,70000.0,Regular,Software & IT
42.0,Female,Master's,HR,12.0,120000.0,Director,Human Resources
29.0,Male,Master's,Human Resources Manager,4.0,70000.0,Senior,Management
36.0,Female,Master's,Web Developer,7.0,85000.0,Regular,Software & IT
30.0,Male,High School,HR Coordinator,2.0,33000.0,Junior,Human Resources
43.0,Female,PhD,Human Resources Manager,15.0,150000.0,Senior,Management
34.0,Male,Bachelor's,Web Developer,3.0,50000.0,Junior,Software & IT
25.0,Female,Master's,HR Generalist,1.0,32000.0,Junior,Human Resources
37.0,Male,PhD,HR,11.0,115000.0,Director,Human Resources
24.0,Female,Bachelor's,Web Developer,1.0,40000.0,Regular,Software & IT
39.0,Male,Master's,HR Generalist,10.0,105000.0,Senior,Human Resources
31.0,Male,High School,HR Generalist,2.0,35000.0,Junior,Human Resources
44.0,Female,PhD,HR,13.0,135000.0,Director,Human Resources
28.0,Male,Bachelor's,Web Developer,4.0,65000.0,Regular,Software & IT
32.0,Female,Master's,Human Resources Manager,6.0,80000.0,Senior,Management
45.0,Male,PhD,HR,14.0,140000.0,Director,Human Resources
26.0,Female,Bachelor's,Web Developer,2.0,45000.0,Junior,Software & IT
38.0,Male,Master's,HR Generalist,8.0,95000.0,Senior,Human Resources
27.0,Female,High School,HR Generalist,1.0,32000.0,Junior,Human Resources
33.0,Male,Bachelor's,Web Developer,5.0,70000.0,Regular,Software & IT
42.0,Female,Master's,HR,12.0,120000.0,Director,Human Resources
29.0,Male,Master's,Human Resources Manager,4.0,70000.0,Senior,Management
36.0,Female,Master's,Web Developer,7.0,85000.0,Regular,Software & IT
30.0,Male,High School,HR Coordinator,2.0,33000.0,Junior,Human Resources
43.0,Female,PhD,Human Resources Manager,15.0,150000.0,Senior,Management
34.0,Male,Bachelor's,Web Developer,3.0,50000.0,Junior,Software & IT
25.0,Female,Master's,HR Generalist,1.0,32000.0,Junior,Human Resources
37.0,Male,PhD,HR,11.0,115000.0,Director,Human Resources
24.0,Female,Bachelor's,Web Developer,1.0,40000.0,Regular,Software & IT
39.0,Male,Master's,HR Generalist,10.0,105000.0,Senior,Human Resources
31.0,Male,High School,HR Generalist,2.0,35000.0,Junior,Human Resources
44.0,Female,PhD,HR,13.0,135000.0,Director,Human Resources
28.0,Male,Bachelor's,Web Developer,4.0,65000.0,Regular,Software & IT
32.0,Female,Master's,Human Resources Manager,6.0,80000.0,Senior,Management
45.0,Male,PhD,HR,14.0,140000.0,Director,Human Resources
26.0,Female,Bachelor's,Web Developer,2.0,45000.0,Junior,Software & IT
38.0,Male,Master's,HR Generalist,8.0,95000.0,Senior,Human Resources
27.0,Female,High School,HR Generalist,1.0,32000.0,Junior,Human Resources
33.0,Male,Bachelor's,Web Developer,5.0,70000.0,Regular,Software & IT
42.0,Female,Master's,HR,12.0,120000.0,Director,Human Resources
29.0,Male,Master's,Human Resources Manager,4.0,70000.0,Senior,Management
36.0,Female,Master's,Web Developer,7.0,85000.0,Regular,Software & IT
30.0,Male,High School,HR Coordinator,2.0,33000.0,Junior,Human Resources
43.0,Female,PhD,Human Resources Manager,15.0,150000.0,Senior,Management
34.0,Male,Bachelor's,Web Developer,3.0,50000.0,Junior,Software & IT
25.0,Female,Master's,HR Generalist,1.0,32000.0,Junior,Human Resources
37.0,Male,PhD,HR,11.0,115000.0,Director,Human Resources
28.0,Male,Bachelor's,Software Engineer,3.0,60000.0,Regular,Software & IT
37.0,Female,Master's,Marketing Manager,9.0,100000.0,Regular,Management
43.0,Male,PhD,Data Scientist,15.0,150000.0,Regular,Data & Analytics
31.0,Female,Bachelor's,Human Resources Coordinator,4.0,55000.0,Regular,Human Resources
24.0,Male,High School,Sales Associate,1.0,30000.0,Junior,Sales & Marketing
29.0,Female,Master's,Software Developer,5.0,70000.0,Regular,Software & IT
35.0,Male,Bachelor's,Operations Manager,8.0,90000.0,Regular,Management
26.0,Female,Master's,Marketing Coordinator,2.0,40000.0,Regular,Sales & Marketing
42.0,Male,PhD,Data Scientist,12.0,130000.0,Regular,Data & Analytics
34.0,Female,Bachelor's,Human Resources Manager,6.0,75000.0,Regular,Management
27.0,Male,High School,Sales Associate,2.0,35000.0,Junior,Sales & Marketing
38.0,Female,Master's,Marketing Manager,10.0,110000.0,Regular,Management
30.0,Male,Bachelor's,Software Engineer,4.0,65000.0,Regular,Software & IT
45.0,Male,PhD,Data Scientist,18.0,180000.0,Regular,Data & Analytics
25.0,Female,Bachelor's,Software Developer,1.0,35000.0,Junior,Software & IT
40.0,Female,Master's,Human Resources Manager,11.0,120000.0,Regular,Management
33.0,Male,Bachelor's,Operations Manager,6.0,75000.0,Regular,Management
29.0,Female,High School,Sales Associate,1.0,30000.0,Junior,Sales & Marketing
44.0,Male,PhD,Data Scientist,16.0,160000.0,Regular,Data & Analytics
26.0,Male,Bachelor's,Software Developer,3.0,60000.0,Regular,Software & IT
36.0,Female,Master's,Marketing Coordinator,8.0,85000.0,Regular,Sales & Marketing
31.0,Male,Bachelor's,Operations Manager,5.0,70000.0,Regular,Management
27.0,Female,Master's,Human Resources Coordinator,3.0,50000.0,Regular,Human Resources
42.0,Male,PhD,Data Scientist,13.0,140000.0,Regular,Data & Analytics
34.0,Female,Bachelor's,Human Resources Manager,6.0,75000.0,Regular,Management
28.0,Male,High School,Sales Associate,2.0,35000.0,Junior,Sales & Marketing
39.0,Female,Master's,Marketing Manager,10.0,110000.0,Regular,Management
31.0,Male,Bachelor's,Software Engineer,4.0,65000.0,Regular,Software & IT
45.0,Male,PhD,Data Scientist,18.0,180000.0,Regular,Data & Analytics
25.0,Female,Bachelor's,Software Developer,1.0,35000.0,Junior,Software & IT
40.0,Female,Master's,Human Resources Manager,11.0,120000.0,Regular,Management
33.0,Male,Bachelor's,Operations Manager,6.0,75000.0,Regular,Management
29.0,Female,High School,Sales Associate,1.0,30000.0,Junior,Sales & Marketing
44.0,Male,PhD,Data Scientist,16.0,160000.0,Regular,Data & Analytics
26.0,Male,Bachelor's,Software Developer,3.0,60000.0,Regular,Software & IT
36.0,Female,Master's,Marketing Coordinator,8.0,85000.0,Regular,Sales & Marketing
31.0,Male,Bachelor's,Operations Manager,5.0,70000.0,Regular,Management
27.0,Female,Master's,Human Resources Coordinator,3.0,50000.0,Regular,Human Resources
42.0,Male,PhD,Data Scientist,13.0,140000.0,Regular,Data & Analytics
34.0,Female,Bachelor's,Human Resources Manager,6.0,75000.0,Regular,Management
28.0,Male,High School,Sales Associate,2.0,35000.0,Junior,Sales & Marketing
39.0,Female,Master's,Marketing Manager,10.0,110000.0,Regular,Management
31.0,Male,Bachelor's,Software Engineer,4.0,65000.0,Regular,Software & IT
45.0,Male,PhD,Data Scientist,18.0,180000.0,Regular,Data & Analytics
25.0,Female,Bachelor's,Software Developer,1.0,35000.0,Junior,Software & IT
40.0,Female,Master's,Human Resources Manager,11.0,120000.0,Regular,Management
33.0,Male,Bachelor's,Operations Manager,6.0,75000.0,Regular,Management
29.0,Female,High School,Sales Associate,1.0,30000.0,Junior,Sales & Marketing
44.0,Male,PhD,Data Scientist,16.0,160000.0,Regular,Data & Analytics
26.0,Male,Bachelor's,Software Developer,3.0,60000.0,Regular,Software & IT
36.0,Female,Master's,Marketing Coordinator,8.0,85000.0,Regular,Sales & Marketing
31.0,Male,Bachelor's,Operations Manager,5.0,70000.0,Regular,Management
27.0,Female,Master's,Human Resources Coordinator,3.0,50000.0,Regular,Human Resources
42.0,Male,PhD,Data Scientist,13.0,140000.0,Regular,Data & Analytics
34.0,Female,Bachelor's,Human Resources Manager,6.0,75000.0,Regular,Management
28.0,Male,High School,Sales Associate,2.0,35000.0,Junior,Sales & Marketing
39.0,Female,Master's,Marketing Manager,10.0,110000.0,Regular,Management
31.0,Male,Bachelor's,Software Engineer,4.0,65000.0,Regular,Software & IT
45.0,Male,PhD,Data Scientist,18.0,180000.0,Regular,Data & Analytics
25.0,Female,Bachelor's,Software Developer,1.0,35000.0,Junior,Software & IT
40.0,Female,Master's,Human Resources Manager,11.0,120000.0,Regular,Management
33.0,Male,Bachelor's,Operations Manager,6.0,75000.0,Regular,Management
29.0,Female,High School,Sales Associate,1.0,30000.0,Junior,Sales & Marketing
44.0,Male,PhD,Data Scientist,16.0,160000.0,Regular,Data & Analytics
26.0,Male,Bachelor's,Software Developer,3.0,60000.0,Regular,Software & IT
36.0,Female,Master's,Marketing Coordinator,8.0,85000.0,Regular,Sales & Marketing
31.0,Male,Bachelor's,Operations Manager,5.0,70000.0,Regular,Management
27.0,Female,Master's,Human Resources Coordinator,3.0,50000.0,Regular,Human Resources
42.0,Male,PhD,Data Scientist,13.0,140000.0,Regular,Data & Analytics
34.0,Female,Bachelor's,Human Resources Manager,6.0,75000.0,Regular,Management
28.0,Male,High School,Sales Associate,2.0,35000.0,Junior,Sales & Marketing
39.0,Female,Master's,Marketing Manager,10.0,110000.0,Regular,Management
31.0,Male,Bachelor's,Software Engineer,4.0,65000.0,Regular,Software & IT
45.0,Male,PhD,Data Scientist,18.0,180000.0,Regular,Data & Analytics
25.0,Female,Bachelor's,Software Developer,1.0,35000.0,Junior,Software & IT
40.0,Female,Master's,Human Resources Manager,11.0,120000.0,Regular,Management
33.0,Male,Bachelor's,Operations Manager,6.0,75000.0,Regular,Management
29.0,Female,High School,Sales Associate,1.0,30000.0,Junior,Sales & Marketing
44.0,Male,PhD,Data Scientist,16.0,160000.0,Regular,Data & Analytics
26.0,Male,Bachelor's,Software Developer,3.0,60000.0,Regular,Software & IT
36.0,Female,Master's,Marketing Coordinator,8.0,85000.0,Regular,Sales & Marketing
31.0,Male,Bachelor's,Operations Manager,5.0,70000.0,Regular,Management
27.0,Female,Master's,Human Resources Coordinator,3.0,50000.0,Regular,Human Resources
42.0,Male,PhD,Data Scientist,13.0,140000.0,Regular,Data & Analytics
34.0,Female,Bachelor's,Human Resources Manager,6.0,75000.0,Regular,Management
28.0,Male,High School,Sales Associate,2.0,35000.0,Junior,Sales & Marketing
39.0,Female,Master's,Marketing Manager,10.0,110000.0,Regular,Management
31.0,Male,Bachelor's,Software Engineer,4.0,65000.0,Regular,Software & IT
45.0,Male,PhD,Data Scientist,18.0,180000.0,Regular,Data & Analytics
25.0,Female,Bachelor's,Software Developer,1.0,35000.0,Junior,Software & IT
40.0,Female,Master's,Human Resources Manager,11.0,120000.0,Regular,Management
33.0,Male,Bachelor's,Operations Manager,6.0,75000.0,Regular,Management
29.0,Female,High School,Sales Associate,1.0,30000.0,Junior,Sales & Marketing
44.0,Male,PhD,Data Scientist,16.0,160000.0,Regular,Data & Analytics
26.0,Male,Bachelor's,Software Developer,3.0,60000.0,Regular,Software & IT
36.0,Female,Master's,Marketing Coordinator,8.0,85000.0,Regular,Sales & Marketing
31.0,Male,Bachelor's,Operations Manager,5.0,70000.0,Regular,Management
27.0,Female,Master's,Human Resources Coordinator,3.0,50000.0,Regular,Human Resources
42.0,Male,PhD,Data Scientist,13.0,140000.0,Regular,Data & Analytics
34.0,Female,Bachelor's,Human Resources Manager,6.0,75000.0,Regular,Management
